Product Name,Product Category,Number of Items Sold,Weekly Sales,Holiday,Temperature,Fuel Price,Day,Month,Year
Wyze Cam Pan,Smart Home Device,12,636048,FALSE,31,90,15,12,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,31,98,15,12,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,34,112,15,12,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,31,100,15,12,2022
Razer Blade 15,Laptop,31,2852899,TRUE,24,108,15,12,2022
Sony A80J OLED,TV,35,3003525,TRUE,26,95,15,12,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,35,104,16,12,2022
Sony Alpha A7 III,Camera,31,1580318,TRUE,30,87,16,12,2022
MacBook Pro,Laptop,7,555688,TRUE,34,99,16,12,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,29,106,16,12,2022
Microsoft Surface Pro 7,Tablet,41,532385,TRUE,33,91,16,12,2022
LG 27UK850-W,Monitor,43,1841991,FALSE,29,103,16,12,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,36,115,16,12,2022
JBL Free X,Wireless Earbuds,41,2129704,TRUE,35,95,16,12,2022
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,TRUE,30,89,16,12,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,TRUE,39,108,16,12,2022
Samsung Odyssey G9,Monitor,7,175819,TRUE,37,103,16,12,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,33,99,16,12,2022
Ricoh SP C261DNw,Printer,25,2041750,FALSE,31,99,16,12,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,40,93,16,12,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,27,112,16,12,2022
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,34,87,16,12,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,FALSE,29,92,16,12,2022
HP Spectre x360,Laptop,16,476272,TRUE,32,96,16,12,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,27,89,16,12,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,31,104,16,12,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,FALSE,36,113,16,12,2022
Nikon D850,Camera,38,567682,FALSE,26,93,16,12,2022
Xbox Series S,Gaming Console,27,664713,TRUE,33,103,16,12,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,34,99,16,12,2022
Amazfit GTR 2,Smartwatch,8,215848,FALSE,36,107,16,12,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,FALSE,37,108,16,12,2022
Fitbit Sense,Smartwatch,49,1548841,TRUE,33,101,16,12,2022
JBL Flip 5,Bluetooth Speaker,44,2297284,FALSE,31,92,16,12,2022
Xiaomi Mi 12,Smartphone,7,161098,TRUE,38,101,17,12,2022
Oppo Find X3 Pro,Smartphone,42,3204180,FALSE,36,94,17,12,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,39,96,17,12,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,33,114,17,12,2022
Polar Ignite 2,Fitness Tracker,10,292960,FALSE,26,100,17,12,2022
Sony WH-1000XM5,Earphones,21,685776,FALSE,32,105,17,12,2022
Xbox Series S,Gaming Console,27,664713,TRUE,37,105,17,12,2022
Philips OLED806,TV,37,1814517,TRUE,34,93,17,12,2022
PlayStation 5,Gaming Console,2,191290,TRUE,25,90,17,12,2022
Xbox One,Gaming Console,11,130317,TRUE,38,100,17,12,2022
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,FALSE,27,92,17,12,2022
JBL Quantum 800,Headphones,28,1653932,TRUE,34,104,17,12,2022
BenQ HT3550,Projector,13,814008,TRUE,29,105,17,12,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,31,102,17,12,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,31,105,17,12,2022
Jabra Elite 75t,Earphones,29,2160906,FALSE,30,94,17,12,2022
Fossil Gen 5,Smartwatch,43,2187625,TRUE,38,96,17,12,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,35,88,17,12,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,26,98,17,12,2022
LG G Pad 5,Tablet,7,131257,TRUE,33,108,17,12,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,34,96,17,12,2022
Samsung Odyssey G9,Monitor,7,175819,TRUE,36,104,17,12,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,FALSE,34,111,17,12,2022
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,22,105,17,12,2022
Skullcandy Indy Fuel,Earphones,48,2680320,FALSE,28,113,18,12,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,32,112,18,12,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,26,104,18,12,2022
Microsoft Surface Pro 7,Tablet,41,532385,FALSE,33,92,18,12,2022
Huawei P50 Pro,Smartphone,19,938106,TRUE,31,98,18,12,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,TRUE,28,99,18,12,2022
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,FALSE,31,102,18,12,2022
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,27,110,18,12,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,31,112,18,12,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,39,108,18,12,2022
iPad Pro,Tablet,10,829050,TRUE,29,111,18,12,2022
ViewSonic PX747-4K,Projector,2,117914,TRUE,28,112,18,12,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,TRUE,36,109,18,12,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,TRUE,36,105,18,12,2022
Epson EF-100,Projector,35,3025015,FALSE,26,92,18,12,2022
Xbox Series S,Gaming Console,27,664713,FALSE,30,111,18,12,2022
iPad Pro,Tablet,10,829050,TRUE,32,105,18,12,2022
JBL Free X,Earphones,35,1369375,TRUE,26,99,18,12,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,FALSE,33,108,18,12,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,40,88,18,12,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,24,96,18,12,2022
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,32,87,18,12,2022
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,29,94,18,12,2022
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,33,106,18,12,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,31,106,18,12,2022
Sony A80J OLED,TV,35,3003525,TRUE,28,99,18,12,2022
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,24,100,18,12,2022
Nebula Cosmos Max,Projector,21,1040676,TRUE,27,98,18,12,2022
Nikon D850,Camera,38,567682,TRUE,22,92,18,12,2022
LG Gram,Laptop,36,1883988,FALSE,35,93,18,12,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,28,107,19,12,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,30,102,19,12,2022
BenQ HT3550,Projector,13,814008,TRUE,28,106,19,12,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,30,96,19,12,2022
Epson EF-100,Projector,35,3025015,TRUE,30,93,19,12,2022
AKG K371,Headphones,2,194900,TRUE,26,96,19,12,2022
Nintendo Switch Lite,Gaming Console,40,3449520,FALSE,33,91,19,12,2022
JBL Quantum 800,Headphones,28,1653932,TRUE,31,101,19,12,2022
Oppo Find X3 Pro,Smartphone,42,3204180,TRUE,30,96,19,12,2022
LG C1 OLED,TV,11,310222,TRUE,25,103,19,12,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,FALSE,35,92,19,12,2022
Bose SoundLink Revolve+,Bluetooth Speaker,23,514165,TRUE,30,101,19,12,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,25,115,19,12,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,22,95,19,12,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,38,93,19,12,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,31,94,19,12,2022
Brother HL-L2390DW,Printer,48,4658496,TRUE,35,97,19,12,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,TRUE,33,98,19,12,2022
Olympus OM-D E-M1 Mark III,Camera,42,4134648,TRUE,29,103,19,12,2022
Sony WH-1000XM4,Headphones,33,1970133,FALSE,31,94,19,12,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,37,105,19,12,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,FALSE,29,103,19,12,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,30,109,19,12,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,TRUE,23,93,19,12,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,24,96,19,12,2022
Garmin Fenix 6 Pro,Smartwatch,19,1295515,TRUE,29,96,19,12,2022
ViewSonic PX747-4K,Projector,2,117914,FALSE,30,114,19,12,2022
Fitbit Charge 4,Fitness Tracker,23,1934208,TRUE,37,93,19,12,2022
Nikon D850,Camera,38,567682,FALSE,22,91,19,12,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,TRUE,29,96,19,12,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,28,92,19,12,2022
Canon EOS R6,Camera,29,2220617,TRUE,24,106,19,12,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,TRUE,32,104,19,12,2022
Nebula Cosmos Max,Projector,21,1040676,TRUE,29,107,19,12,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,29,104,19,12,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,33,102,19,12,2022
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,29,106,19,12,2022
Sony WH-1000XM4,Headphones,33,1970133,TRUE,22,87,19,12,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,30,110,19,12,2022
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,32,100,19,12,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,30,114,20,12,2022
Nebula Cosmos Max,Projector,21,1040676,TRUE,33,102,20,12,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,36,98,20,12,2022
ViewSonic PX747-4K,Projector,2,117914,TRUE,31,113,20,12,2022
Amazon Fire HD 10,Tablet,42,577038,TRUE,37,96,20,12,2022
Nikon D850,Camera,38,567682,TRUE,27,99,20,12,2022
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,27,97,20,12,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,31,108,20,12,2022
Ultimate Ears Megaboom 3,Bluetooth Speaker,6,457014,TRUE,26,99,20,12,2022
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,25,105,20,12,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,TRUE,23,97,20,12,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,28,97,20,12,2022
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,29,107,20,12,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,31,109,20,12,2022
Razer Blade 15,Laptop,31,2852899,TRUE,24,108,20,12,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,24,97,20,12,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,21,91,20,12,2022
Ricoh SP C261DNw,Printer,25,2041750,FALSE,35,95,20,12,2022
HP VH240a,Monitor,18,1094850,TRUE,36,91,20,12,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,25,111,20,12,2022
Pentax K-1 Mark II,Camera,34,672894,TRUE,29,105,20,12,2022
LG Gram,Laptop,36,1883988,FALSE,28,96,20,12,2022
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,32,109,20,12,2022
Lenovo Legion 5i,Gaming Laptop,48,3099936,FALSE,30,111,20,12,2022
Brother HL-L2390DW,Printer,48,4658496,TRUE,32,99,20,12,2022
Ricoh SP C261DNw,Printer,25,2041750,TRUE,26,101,21,12,2022
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,25,108,21,12,2022
Acer Swift 5,Laptop,32,1574848,TRUE,32,110,21,12,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,29,95,21,12,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,FALSE,30,98,21,12,2022
HP Omen 15,Gaming Laptop,50,4042100,FALSE,34,100,21,12,2022
XGIMI Halo,Projector,5,133525,TRUE,22,111,21,12,2022
Optoma UHD50X,Projector,18,656514,TRUE,37,112,21,12,2022
JBL Free X,Earphones,35,1369375,FALSE,24,96,21,12,2022
Philips SHP9500,Headphones,25,2490725,FALSE,36,93,21,12,2022
Nest Learning Thermostat,Smart Home Device,29,1831611,FALSE,39,99,21,12,2022
Olympus OM-D E-M1 Mark III,Camera,42,4134648,TRUE,25,106,21,12,2022
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,27,100,21,12,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,25,110,21,12,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,31,99,21,12,2022
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,27,93,21,12,2022
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,28,111,21,12,2022
Panasonic JZ2000,TV,45,1939950,TRUE,34,105,21,12,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,30,106,21,12,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,FALSE,30,105,21,12,2022
Ricoh SP C261DNw,Printer,25,2041750,FALSE,28,96,21,12,2022
Oppo Find X3 Pro,Smartphone,42,3204180,FALSE,27,94,21,12,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,31,107,21,12,2022
AKG K371,Headphones,2,194900,TRUE,31,97,21,12,2022
Suunto 7,Smartwatch,13,830349,TRUE,21,93,21,12,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,33,87,21,12,2022
Hisense U8G,TV,41,479741,TRUE,39,101,21,12,2022
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,27,101,21,12,2022
Roomba i7+,Home Appliance,31,1248277,TRUE,29,106,21,12,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,27,112,21,12,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,30,108,21,12,2022
HP Spectre x360,Laptop,16,476272,TRUE,35,95,21,12,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,37,103,22,12,2022
Sony WH-1000XM5,Earphones,21,685776,FALSE,24,107,22,12,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,35,96,22,12,2022
iPad Pro,Tablet,10,829050,FALSE,35,114,22,12,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,TRUE,31,103,22,12,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,27,110,22,12,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,26,86,22,12,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,31,88,22,12,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,24,102,22,12,2022
Wyze Cam Pan,Smart Home Device,12,636048,TRUE,31,92,22,12,2022
Dyson V11,Home Appliance,31,830025,TRUE,33,98,22,12,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,26,92,22,12,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,31,97,22,12,2022
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,26,111,22,12,2022
Xbox Series S,Gaming Console,27,664713,TRUE,36,108,22,12,2022
Pentax K-1 Mark II,Camera,34,672894,TRUE,32,101,22,12,2022
Suunto 7,Smartwatch,13,830349,TRUE,26,87,22,12,2022
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,31,102,22,12,2022
HP Spectre x360,Laptop,16,476272,TRUE,26,95,22,12,2022
PlayStation 4,Gaming Console,17,998818,TRUE,28,115,22,12,2022
PlayStation 4 Slim,Gaming Console,5,360460,TRUE,32,96,22,12,2022
AirPods Pro,Earphones,24,561192,TRUE,34,97,22,12,2022
Nikon D850,Camera,38,567682,FALSE,20,95,22,12,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,30,97,22,12,2022
Acer R240HY,Monitor,49,3764376,FALSE,26,104,22,12,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,FALSE,32,100,23,12,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,34,111,23,12,2022
Xbox Series X,Gaming Console,20,858360,TRUE,36,91,23,12,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,TRUE,32,108,23,12,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,32,109,23,12,2022
Sony WH-1000XM4,Headphones,33,1970133,TRUE,25,88,23,12,2022
VANKYO Performance V630,Projector,6,410802,TRUE,38,96,23,12,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,32,110,23,12,2022
Samsung Galaxy Tab S7+,Tablet,8,412648,TRUE,33,98,23,12,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,28,95,23,12,2022
Apple AirPods Pro,Wireless Earbuds,31,1153138,TRUE,36,104,23,12,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,33,107,23,12,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,27,95,23,12,2022
iPhone 13 Pro,Smartphone,24,998592,TRUE,32,97,23,12,2022
Nikon Z6 II,Camera,49,2957591,FALSE,39,98,23,12,2022
ASUS ROG Swift PG279Q,Monitor,40,3112560,TRUE,29,101,23,12,2022
Dyson V11,Home Appliance,31,830025,TRUE,25,98,23,12,2022
PlayStation 4 Pro,Gaming Console,40,2987280,TRUE,28,93,23,12,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,36,105,23,12,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,29,100,23,12,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,38,108,23,12,2022
Brother HL-L2390DW,Printer,48,4658496,TRUE,37,92,23,12,2022
Apple AirPods Pro,Wireless Earbuds,31,1153138,TRUE,28,102,23,12,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,35,98,23,12,2022
Grado SR80e,Headphones,20,1481520,FALSE,29,96,23,12,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,25,97,23,12,2022
Hisense U8G,TV,41,479741,TRUE,31,105,23,12,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,31,108,23,12,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,33,100,23,12,2022
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,27,109,24,12,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,27,99,24,12,2022
Olympus OM-D E-M1 Mark III,Camera,42,4134648,TRUE,25,108,24,12,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,37,103,24,12,2022
AKG K371,Headphones,2,194900,FALSE,28,94,24,12,2022
LG Smart Washing Machine,Home Appliance,35,2509185,FALSE,32,94,24,12,2022
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,37,111,24,12,2022
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,TRUE,27,101,24,12,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,38,104,24,12,2022
Suunto 7,Smartwatch,13,830349,TRUE,20,88,24,12,2022
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,21,99,24,12,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,TRUE,30,107,24,12,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,31,96,24,12,2022
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,26,88,24,12,2022
Sony WH-1000XM4,Headphones,33,1970133,FALSE,29,93,24,12,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,FALSE,31,106,24,12,2022
HP OfficeJet Pro 9015,Printer,8,791584,TRUE,26,91,24,12,2022
Sony Alpha A7 III,Camera,31,1580318,TRUE,31,90,24,12,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,28,96,24,12,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,30,86,24,12,2022
Anker Nebula Capsule II,Projector,19,1796716,TRUE,31,95,24,12,2022
Dell XPS 13,Laptop,11,213059,TRUE,23,88,24,12,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,36,104,24,12,2022
PlayStation 5,Gaming Console,2,191290,TRUE,26,96,24,12,2022
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,23,109,25,12,2022
XGIMI Halo,Projector,5,133525,TRUE,30,107,25,12,2022
Sennheiser HD 660 S,Headphones,11,440000,FALSE,35,99,25,12,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,35,107,25,12,2022
Optoma UHD50X,Projector,18,656514,TRUE,33,102,25,12,2022
Ricoh SP C261DNw,Printer,25,2041750,TRUE,25,95,25,12,2022
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,39,111,25,12,2022
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,32,106,25,12,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,TRUE,29,112,25,12,2022
Lenovo Tab P11 Pro,Tablet,1,49425,TRUE,26,102,25,12,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,28,105,25,12,2022
Canon EOS 90D,Camera,45,566280,TRUE,28,101,25,12,2022
PlayStation 4,Gaming Console,17,998818,TRUE,30,106,25,12,2022
Xbox Series S,Gaming Console,27,664713,TRUE,36,111,25,12,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,28,110,25,12,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,26,100,25,12,2022
Fossil Gen 5,Smartwatch,43,2187625,FALSE,30,101,25,12,2022
Optoma UHD50X,Projector,18,656514,TRUE,32,104,25,12,2022
LG Gram,Laptop,36,1883988,TRUE,27,94,25,12,2022
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,28,98,25,12,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,40,112,25,12,2022
Google Pixel Slate,Tablet,37,1727937,TRUE,27,88,25,12,2022
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,FALSE,32,102,25,12,2022
PlayStation 4 Pro,Gaming Console,40,2987280,TRUE,37,88,25,12,2022
Panasonic Lumix GH5,Camera,2,110918,TRUE,24,103,25,12,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,28,106,25,12,2022
PlayStation 4 Slim,Gaming Console,5,360460,TRUE,39,102,25,12,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,38,96,25,12,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,33,101,25,12,2022
LG Smart Washing Machine,Home Appliance,35,2509185,FALSE,26,97,26,12,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,28,95,26,12,2022
AirPods Pro,Earphones,24,561192,FALSE,36,97,26,12,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,FALSE,23,101,26,12,2022
Canon EOS R6,Camera,29,2220617,TRUE,27,101,26,12,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,32,108,26,12,2022
MacBook Pro,Laptop,7,555688,TRUE,31,108,26,12,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,22,110,26,12,2022
LG C1 OLED,TV,11,310222,FALSE,27,98,26,12,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,28,109,26,12,2022
HP Spectre x360,Laptop,16,476272,TRUE,26,94,26,12,2022
LG Gram,Laptop,36,1883988,TRUE,26,99,26,12,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,27,89,26,12,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,32,100,26,12,2022
Oppo Find X3 Pro,Smartphone,42,3204180,FALSE,29,99,26,12,2022
Acer Swift 5,Laptop,32,1574848,FALSE,29,112,26,12,2022
Garmin Venu Sq,Fitness Tracker,19,536864,TRUE,32,103,26,12,2022
Canon EOS R6,Camera,29,2220617,TRUE,25,107,26,12,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,21,106,26,12,2022
Sony WH-1000XM4,Headphones,33,1970133,FALSE,31,95,26,12,2022
XGIMI Halo,Projector,5,133525,TRUE,23,112,26,12,2022
Bose QuietComfort 35 II,Headphones,30,2812410,FALSE,39,105,26,12,2022
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,24,108,26,12,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,25,103,26,12,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,28,102,26,12,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,28,104,26,12,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,32,100,26,12,2022
Asus ROG Zephyrus G14,Laptop,23,1998723,FALSE,29,100,26,12,2022
Suunto 7,Smartwatch,13,830349,TRUE,24,92,26,12,2022
Garmin Venu Sq,Fitness Tracker,19,536864,FALSE,32,111,27,12,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,31,106,27,12,2022
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,27,93,27,12,2022
TCL 6-Series,TV,9,144981,TRUE,23,111,27,12,2022
JBL Flip 5,Bluetooth Speaker,44,2297284,TRUE,32,93,27,12,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,FALSE,39,108,27,12,2022
Dell XPS 13,Laptop,11,213059,TRUE,26,90,27,12,2022
Brother HL-L2390DW,Printer,48,4658496,TRUE,39,101,27,12,2022
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,32,95,27,12,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,28,103,27,12,2022
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,22,102,27,12,2022
iPad Pro,Tablet,10,829050,TRUE,34,114,27,12,2022
TCL 6-Series,TV,9,144981,TRUE,25,107,27,12,2022
LG Gram,Laptop,36,1883988,TRUE,25,99,27,12,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,TRUE,30,95,27,12,2022
BoAt Rockerz 330,Bluetooth Speaker,33,2594229,TRUE,28,102,27,12,2022
Fitbit Charge 4,Fitness Tracker,23,1934208,TRUE,35,90,27,12,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,37,108,27,12,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,35,101,27,12,2022
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,25,86,27,12,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,35,110,27,12,2022
Fossil Gen 5,Smartwatch,43,2187625,FALSE,38,101,27,12,2022
LG C1 OLED,TV,11,310222,FALSE,25,106,27,12,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,26,106,27,12,2022
